,cor000,cor001,cor002,cor003,cor004,cor005,cor006,cor007,cor008,cor009,cor010,cor011,cor012,cor013,cor014,cor015,cor016,cor017,cor018,cor019,cor020,cor021,cor022,cor023,cor024,cor025,cor026,cor027,cor028,cor029,cor030,cor031,cor032,cor033,cor034,cor035,cor036,cor037,cor038,cor039,cor040,cor041,cor042,cor043,cor044,cor045,cor046,cor047,cor048,cor049,cor050,cor051,cor052,cor053,cor054,cor055,cor056,cor057,cor058,cor059,cor060,cor061,cor062,cor063,cor064,cor065,cor066,cor067,cor068,cor069,cor070,cor071,cor072,cor073,cor074,cor075,cor076,cor077,cor078,cor079,cor080,cor081,cor082,cor083,cor084,cor085,cor086,cor087,cor088,cor089,cor090,cor091,cor092,cor093,cor094,cor095,cor096,cor097,cor098,cor099,cor100,cor101,cor102,cor103,cor104,cor105,cor106,cor107,cor108,cor109,cor110,cor111,cor112,cor113,cor114,cor115,cor116,cor117,cor118,cor119,cor120,cor121,cor122,cor123,cor124,cor125,cor126,cor127,cor128,cor129,cor130,cor131,cor132,cor133,cor134,cor135,cor136,cor137,cor138,cor139,cor140,cor141,cor142,cor143,cor144,cor145,cor146,cor147,cor148,cor149,cor150,cor151,cor152,cor153,cor154,cor155,cor156,cor157,cor158,cor159,cor160,cor161,cor162,cor163,cor164,cor165,cor166,cor167,cor168,cor169,cor170,cor171,cor172,cor173,cor174,cor175,cor176,cor177,cor178,cor179,cor180,cor181,cor182,cor183,cor184,cor185,cor186,cor187,cor188,cor189,cor190,cor191,cor192,cor193,cor194,cor195,cor196,cor197,cor198,cor199,cor200,cor201,cor202,cor203,cor204,cor205,cor206,cor207,cor208,cor209,cor210,cor211,cor212,cor213,cor214,cor215,cor216,cor217,cor218,cor219,cor220,cor221,cor222,cor223,cor224,cor225,cor226,cor227,cor228,cor229,cor230,cor231,cor232,cor233,cor234,cor235,cor236,cor237,cor238,cor239,cor240,cor241,cor242,cor243,cor244,cor245,cor246,cor247,cor248,cor249,cor250,cor251,cor252,cor253,cor254,cor255,classe
10,2826.0,432.0,645.0,321.0,690.0,81.0,411.0,312.0,672.0,384.0,219.0,423.0,222.0,45.0,159.0,408.0,807.0,327.0,192.0,219.0,585.0,87.0,558.0,777.0,171.0,204.0,78.0,174.0,138.0,81.0,159.0,471.0,585.0,99.0,204.0,102.0,150.0,36.0,129.0,105.0,444.0,543.0,192.0,588.0,147.0,123.0,183.0,807.0,234.0,84.0,72.0,72.0,159.0,30.0,159.0,207.0,150.0,159.0,72.0,159.0,108.0,90.0,198.0,615.0,690.0,237.0,138.0,105.0,153.0,54.0,102.0,126.0,225.0,102.0,63.0,174.0,93.0,51.0,45.0,150.0,228.0,81.0,69.0,63.0,186.0,57.0,144.0,177.0,84.0,60.0,30.0,42.0,78.0,33.0,90.0,162.0,471.0,99.0,129.0,75.0,162.0,36.0,132.0,108.0,426.0,705.0,138.0,765.0,207.0,93.0,147.0,714.0,249.0,54.0,57.0,57.0,147.0,36.0,174.0,186.0,201.0,201.0,81.0,156.0,159.0,123.0,225.0,705.0,492.0,81.0,186.0,132.0,114.0,42.0,114.0,96.0,276.0,150.0,84.0,186.0,78.0,48.0,75.0,132.0,540.0,171.0,156.0,156.0,723.0,105.0,798.0,813.0,162.0,138.0,93.0,135.0,141.0,126.0,237.0,900.0,126.0,24.0,39.0,30.0,51.0,0.0,39.0,18.0,66.0,81.0,63.0,141.0,36.0,24.0,21.0,114.0,90.0,39.0,48.0,63.0,99.0,15.0,129.0,123.0,93.0,108.0,39.0,120.0,96.0,114.0,129.0,813.0,438.0,144.0,135.0,168.0,129.0,30.0,111.0,96.0,225.0,150.0,57.0,177.0,78.0,24.0,60.0,159.0,555.0,198.0,153.0,192.0,906.0,114.0,927.0,936.0,186.0,222.0,75.0,168.0,189.0,150.0,255.0,690.0,432.0,66.0,129.0,111.0,93.0,21.0,147.0,138.0,576.0,732.0,243.0,798.0,189.0,129.0,231.0,1113.0,573.0,192.0,222.0,186.0,969.0,174.0,879.0,1125.0,576.0,906.0,180.0,657.0,783.0,840.0,861.0,4377.0,laranja
11,3012.0,534.0,702.0,324.0,549.0,96.0,354.0,330.0,831.0,423.0,276.0,504.0,345.0,102.0,207.0,597.0,798.0,303.0,234.0,186.0,363.0,99.0,384.0,378.0,180.0,192.0,81.0,150.0,168.0,93.0,147.0,498.0,642.0,120.0,213.0,78.0,90.0,18.0,150.0,96.0,420.0,378.0,204.0,420.0,189.0,105.0,231.0,792.0,276.0,90.0,78.0,81.0,126.0,36.0,207.0,189.0,159.0,249.0,99.0,207.0,201.0,102.0,213.0,855.0,723.0,261.0,132.0,144.0,231.0,72.0,126.0,126.0,276.0,165.0,75.0,111.0,90.0,51.0,81.0,183.0,252.0,75.0,90.0,75.0,150.0,33.0,126.0,156.0,57.0,69.0,15.0,102.0,87.0,72.0,45.0,195.0,399.0,87.0,117.0,93.0,162.0,45.0,123.0,144.0,447.0,459.0,174.0,444.0,234.0,174.0,183.0,912.0,204.0,57.0,66.0,84.0,195.0,33.0,159.0,168.0,162.0,156.0,60.0,252.0,183.0,165.0,216.0,792.0,552.0,162.0,231.0,138.0,87.0,27.0,78.0,114.0,273.0,201.0,105.0,237.0,96.0,24.0,66.0,255.0,345.0,195.0,153.0,186.0,309.0,135.0,366.0,771.0,150.0,129.0,81.0,192.0,159.0,129.0,204.0,720.0,87.0,36.0,84.0,45.0,18.0,12.0,30.0,27.0,69.0,129.0,69.0,165.0,63.0,24.0,33.0,123.0,69.0,54.0,57.0,39.0,78.0,18.0,129.0,132.0,69.0,87.0,48.0,153.0,84.0,84.0,147.0,831.0,345.0,129.0,105.0,144.0,84.0,36.0,75.0,123.0,186.0,162.0,69.0,204.0,66.0,36.0,60.0,198.0,375.0,162.0,96.0,165.0,324.0,117.0,321.0,744.0,159.0,174.0,75.0,210.0,168.0,144.0,165.0,738.0,327.0,135.0,105.0,123.0,123.0,27.0,150.0,117.0,474.0,930.0,186.0,897.0,177.0,132.0,183.0,1155.0,525.0,234.0,153.0,237.0,708.0,138.0,750.0,1005.0,489.0,801.0,171.0,693.0,774.0,831.0,732.0,4362.0,laranja
12,2862.0,504.0,816.0,390.0,648.0,84.0,465.0,429.0,714.0,420.0,222.0,465.0,159.0,81.0,129.0,399.0,804.0,216.0,228.0,216.0,618.0,84.0,669.0,600.0,138.0,186.0,51.0,123.0,138.0,87.0,144.0,465.0,534.0,105.0,231.0,87.0,126.0,33.0,147.0,93.0,429.0,657.0,156.0,843.0,132.0,63.0,213.0,735.0,258.0,78.0,63.0,63.0,132.0,30.0,171.0,195.0,123.0,144.0,63.0,195.0,105.0,87.0,138.0,714.0,681.0,192.0,156.0,129.0,231.0,75.0,198.0,120.0,237.0,144.0,72.0,147.0,87.0,57.0,60.0,138.0,246.0,78.0,84.0,57.0,237.0,57.0,210.0,216.0,48.0,48.0,27.0,54.0,72.0,39.0,60.0,153.0,471.0,93.0,129.0,90.0,120.0,18.0,138.0,69.0,570.0,879.0,141.0,933.0,150.0,126.0,162.0,654.0,189.0,51.0,39.0,42.0,195.0,48.0,174.0,171.0,168.0,183.0,42.0,144.0,138.0,123.0,177.0,600.0,459.0,102.0,174.0,114.0,132.0,21.0,111.0,87.0,258.0,153.0,75.0,180.0,72.0,36.0,51.0,135.0,516.0,192.0,171.0,138.0,924.0,120.0,969.0,861.0,159.0,171.0,72.0,156.0,156.0,135.0,210.0,783.0,87.0,15.0,45.0,24.0,12.0,9.0,33.0,21.0,90.0,93.0,45.0,123.0,42.0,27.0,27.0,150.0,81.0,18.0,48.0,24.0,96.0,33.0,189.0,111.0,60.0,96.0,39.0,117.0,72.0,108.0,132.0,867.0,456.0,135.0,147.0,120.0,117.0,27.0,108.0,117.0,183.0,138.0,93.0,138.0,54.0,51.0,51.0,150.0,603.0,159.0,183.0,183.0,1071.0,174.0,1101.0,900.0,189.0,189.0,63.0,174.0,174.0,156.0,246.0,669.0,525.0,69.0,159.0,99.0,120.0,9.0,129.0,105.0,594.0,759.0,198.0,867.0,192.0,108.0,174.0,882.0,537.0,162.0,153.0,150.0,975.0,168.0,750.0,969.0,606.0,912.0,192.0,579.0,717.0,903.0,666.0,3960.0,laranja
13,2913.0,663.0,750.0,519.0,510.0,123.0,399.0,549.0,858.0,573.0,243.0,576.0,234.0,93.0,195.0,615.0,777.0,222.0,264.0,192.0,417.0,90.0,486.0,471.0,189.0,156.0,90.0,198.0,162.0,69.0,192.0,594.0,525.0,87.0,249.0,135.0,93.0,24.0,117.0,99.0,543.0,417.0,165.0,501.0,141.0,96.0,144.0,723.0,249.0,90.0,114.0,51.0,123.0,36.0,174.0,162.0,183.0,138.0,78.0,180.0,147.0,126.0,201.0,909.0,717.0,222.0,165.0,132.0,198.0,75.0,90.0,147.0,252.0,210.0,69.0,150.0,111.0,66.0,66.0,213.0,273.0,60.0,66.0,54.0,132.0,33.0,117.0,144.0,63.0,84.0,30.0,63.0,78.0,36.0,90.0,210.0,456.0,117.0,153.0,54.0,177.0,36.0,105.0,132.0,489.0,561.0,171.0,477.0,168.0,153.0,171.0,882.0,180.0,45.0,108.0,54.0,183.0,27.0,183.0,123.0,213.0,192.0,78.0,219.0,198.0,165.0,201.0,768.0,588.0,141.0,225.0,183.0,105.0,36.0,108.0,120.0,288.0,168.0,81.0,180.0,72.0,39.0,60.0,162.0,441.0,126.0,183.0,180.0,342.0,90.0,459.0,789.0,180.0,129.0,42.0,135.0,132.0,84.0,153.0,687.0,99.0,21.0,66.0,27.0,27.0,3.0,45.0,15.0,102.0,105.0,60.0,147.0,42.0,12.0,42.0,153.0,108.0,36.0,51.0,33.0,90.0,21.0,87.0,108.0,111.0,123.0,27.0,165.0,93.0,102.0,138.0,903.0,489.0,180.0,162.0,147.0,84.0,33.0,45.0,117.0,171.0,210.0,75.0,171.0,51.0,45.0,51.0,162.0,504.0,162.0,105.0,171.0,414.0,141.0,414.0,687.0,174.0,153.0,57.0,135.0,210.0,162.0,138.0,579.0,498.0,114.0,189.0,132.0,84.0,12.0,114.0,177.0,543.0,957.0,159.0,729.0,138.0,144.0,126.0,1065.0,495.0,180.0,201.0,180.0,699.0,105.0,750.0,918.0,567.0,693.0,198.0,666.0,867.0,912.0,591.0,3966.0,laranja
14,2847.0,462.0,1191.0,507.0,468.0,69.0,492.0,333.0,450.0,375.0,225.0,450.0,111.0,54.0,96.0,276.0,651.0,174.0,240.0,141.0,504.0,102.0,672.0,507.0,90.0,102.0,39.0,84.0,48.0,54.0,99.0,360.0,393.0,54.0,288.0,99.0,75.0,15.0,132.0,60.0,357.0,441.0,153.0,606.0,123.0,75.0,132.0,600.0,132.0,24.0,72.0,39.0,114.0,21.0,189.0,174.0,105.0,120.0,54.0,144.0,102.0,99.0,189.0,765.0,1359.0,255.0,303.0,144.0,267.0,48.0,177.0,123.0,282.0,186.0,69.0,144.0,84.0,48.0,39.0,132.0,255.0,45.0,60.0,30.0,249.0,30.0,177.0,123.0,33.0,30.0,9.0,27.0,27.0,42.0,60.0,90.0,492.0,69.0,174.0,69.0,135.0,36.0,108.0,51.0,669.0,603.0,150.0,612.0,231.0,192.0,126.0,570.0,108.0,42.0,33.0,30.0,165.0,18.0,147.0,120.0,105.0,120.0,30.0,117.0,129.0,147.0,153.0,495.0,651.0,132.0,273.0,138.0,102.0,30.0,90.0,75.0,153.0,126.0,60.0,138.0,18.0,15.0,21.0,87.0,675.0,177.0,270.0,183.0,750.0,120.0,954.0,990.0,141.0,147.0,30.0,129.0,117.0,108.0,135.0,681.0,114.0,12.0,51.0,12.0,36.0,3.0,21.0,24.0,105.0,117.0,39.0,114.0,21.0,42.0,33.0,117.0,147.0,18.0,60.0,39.0,129.0,3.0,162.0,156.0,96.0,129.0,54.0,168.0,126.0,168.0,174.0,1302.0,684.0,153.0,165.0,120.0,105.0,30.0,90.0,75.0,234.0,159.0,51.0,135.0,54.0,42.0,18.0,105.0,738.0,168.0,168.0,129.0,879.0,183.0,933.0,627.0,102.0,168.0,24.0,105.0,156.0,132.0,144.0,474.0,441.0,84.0,144.0,45.0,78.0,24.0,87.0,48.0,594.0,732.0,201.0,594.0,189.0,141.0,147.0,555.0,417.0,108.0,141.0,102.0,840.0,93.0,792.0,603.0,447.0,687.0,108.0,483.0,729.0,1167.0,651.0,3405.0,laranja
15,2589.0,408.0,1146.0,489.0,513.0,63.0,486.0,315.0,609.0,567.0,282.0,720.0,123.0,93.0,132.0,513.0,528.0,111.0,180.0,84.0,363.0,63.0,438.0,312.0,69.0,87.0,45.0,126.0,75.0,72.0,102.0,372.0,720.0,90.0,291.0,72.0,132.0,12.0,195.0,81.0,687.0,855.0,351.0,1308.0,144.0,141.0,216.0,1203.0,126.0,30.0,57.0,24.0,159.0,24.0,138.0,90.0,120.0,156.0,51.0,138.0,111.0,117.0,135.0,798.0,1326.0,243.0,339.0,189.0,213.0,21.0,135.0,108.0,219.0,234.0,69.0,198.0,42.0,18.0,51.0,102.0,315.0,60.0,66.0,36.0,225.0,39.0,207.0,123.0,33.0,30.0,3.0,51.0,36.0,33.0,21.0,87.0,855.0,90.0,162.0,123.0,165.0,15.0,129.0,72.0,858.0,1173.0,273.0,1380.0,171.0,153.0,135.0,636.0,189.0,27.0,33.0,39.0,246.0,30.0,117.0,102.0,138.0,237.0,36.0,174.0,156.0,135.0,99.0,408.0,384.0,99.0,207.0,84.0,93.0,0.0,75.0,60.0,147.0,144.0,39.0,144.0,15.0,18.0,42.0,114.0,366.0,120.0,168.0,141.0,411.0,105.0,576.0,702.0,96.0,162.0,63.0,177.0,90.0,111.0,87.0,876.0,69.0,24.0,51.0,24.0,18.0,0.0,30.0,9.0,102.0,120.0,51.0,195.0,33.0,27.0,39.0,159.0,75.0,33.0,3.0,9.0,102.0,24.0,99.0,63.0,78.0,117.0,24.0,177.0,108.0,147.0,126.0,1089.0,522.0,126.0,150.0,129.0,105.0,12.0,63.0,69.0,135.0,165.0,54.0,159.0,21.0,21.0,30.0,60.0,687.0,138.0,234.0,138.0,825.0,156.0,753.0,660.0,108.0,165.0,57.0,156.0,120.0,111.0,111.0,453.0,447.0,138.0,141.0,69.0,78.0,15.0,48.0,66.0,516.0,1092.0,138.0,993.0,105.0,132.0,120.0,558.0,588.0,96.0,120.0,90.0,1131.0,129.0,525.0,480.0,576.0,1023.0,117.0,654.0,720.0,1140.0,414.0,3255.0,laranja
16,2991.0,552.0,1026.0,348.0,534.0,105.0,387.0,282.0,531.0,324.0,198.0,360.0,144.0,60.0,87.0,255.0,606.0,222.0,234.0,159.0,429.0,96.0,546.0,501.0,120.0,93.0,72.0,108.0,114.0,45.0,120.0,294.0,549.0,105.0,240.0,108.0,132.0,15.0,123.0,93.0,369.0,327.0,171.0,408.0,144.0,99.0,162.0,594.0,237.0,60.0,75.0,48.0,156.0,33.0,198.0,213.0,117.0,135.0,66.0,132.0,105.0,144.0,183.0,618.0,1128.0,306.0,273.0,141.0,300.0,84.0,168.0,171.0,258.0,186.0,66.0,144.0,84.0,54.0,51.0,159.0,255.0,102.0,57.0,84.0,189.0,42.0,228.0,156.0,57.0,84.0,27.0,42.0,57.0,45.0,54.0,132.0,396.0,54.0,177.0,87.0,180.0,24.0,132.0,66.0,459.0,429.0,165.0,528.0,207.0,144.0,114.0,549.0,138.0,42.0,66.0,36.0,192.0,39.0,177.0,156.0,108.0,144.0,48.0,141.0,150.0,138.0,171.0,555.0,726.0,138.0,333.0,174.0,126.0,15.0,81.0,57.0,243.0,141.0,75.0,138.0,60.0,36.0,51.0,102.0,582.0,207.0,246.0,246.0,669.0,93.0,711.0,831.0,120.0,165.0,72.0,150.0,165.0,87.0,216.0,687.0,102.0,12.0,84.0,36.0,12.0,9.0,33.0,12.0,99.0,72.0,60.0,141.0,18.0,27.0,57.0,78.0,90.0,24.0,72.0,30.0,105.0,27.0,159.0,186.0,81.0,108.0,48.0,147.0,102.0,141.0,189.0,1101.0,456.0,123.0,156.0,132.0,117.0,18.0,108.0,63.0,216.0,186.0,69.0,120.0,48.0,27.0,57.0,105.0,483.0,168.0,189.0,132.0,783.0,150.0,726.0,711.0,129.0,210.0,69.0,186.0,171.0,162.0,177.0,555.0,279.0,78.0,222.0,102.0,108.0,12.0,87.0,57.0,429.0,675.0,159.0,597.0,201.0,165.0,180.0,696.0,312.0,102.0,138.0,123.0,765.0,129.0,759.0,690.0,318.0,708.0,153.0,447.0,642.0,969.0,657.0,3492.0,laranja
17,2649.0,447.0,1197.0,486.0,441.0,39.0,483.0,369.0,582.0,564.0,291.0,771.0,159.0,93.0,210.0,555.0,510.0,99.0,174.0,132.0,444.0,78.0,522.0,327.0,60.0,141.0,45.0,99.0,81.0,51.0,105.0,498.0,552.0,78.0,291.0,84.0,120.0,15.0,168.0,48.0,603.0,678.0,240.0,1041.0,255.0,132.0,249.0,1068.0,216.0,39.0,63.0,30.0,189.0,18.0,156.0,102.0,126.0,159.0,48.0,165.0,177.0,99.0,186.0,822.0,1230.0,312.0,300.0,204.0,273.0,36.0,132.0,150.0,210.0,228.0,63.0,234.0,51.0,30.0,48.0,135.0,258.0,45.0,57.0,45.0,174.0,27.0,180.0,141.0,54.0,42.0,15.0,48.0,57.0,36.0,36.0,135.0,627.0,75.0,192.0,105.0,186.0,18.0,108.0,57.0,798.0,876.0,237.0,1011.0,195.0,165.0,165.0,747.0,180.0,54.0,51.0,24.0,231.0,12.0,150.0,96.0,156.0,210.0,36.0,153.0,195.0,153.0,159.0,546.0,396.0,81.0,219.0,123.0,84.0,3.0,72.0,75.0,177.0,171.0,54.0,249.0,30.0,9.0,42.0,192.0,435.0,105.0,171.0,153.0,429.0,108.0,477.0,834.0,69.0,129.0,30.0,180.0,93.0,87.0,141.0,753.0,51.0,24.0,45.0,18.0,9.0,3.0,12.0,6.0,78.0,108.0,33.0,177.0,21.0,12.0,27.0,156.0,72.0,15.0,33.0,24.0,93.0,18.0,87.0,63.0,60.0,102.0,33.0,138.0,111.0,75.0,156.0,981.0,543.0,147.0,168.0,111.0,99.0,30.0,72.0,75.0,138.0,159.0,48.0,198.0,30.0,18.0,24.0,93.0,657.0,216.0,159.0,150.0,672.0,102.0,666.0,720.0,132.0,186.0,45.0,141.0,117.0,126.0,123.0,645.0,420.0,63.0,147.0,108.0,60.0,9.0,60.0,36.0,510.0,1092.0,153.0,987.0,114.0,99.0,135.0,696.0,603.0,156.0,114.0,96.0,1032.0,150.0,564.0,675.0,552.0,1020.0,126.0,681.0,750.0,1026.0,423.0,3480.0,laranja
18,2922.0,609.0,945.0,453.0,621.0,105.0,423.0,402.0,579.0,459.0,243.0,357.0,213.0,57.0,141.0,351.0,642.0,243.0,279.0,183.0,525.0,114.0,612.0,636.0,123.0,117.0,54.0,132.0,144.0,87.0,150.0,345.0,576.0,84.0,222.0,111.0,93.0,33.0,147.0,120.0,426.0,363.0,150.0,489.0,105.0,123.0,144.0,687.0,210.0,72.0,75.0,54.0,183.0,48.0,201.0,210.0,96.0,141.0,63.0,165.0,141.0,114.0,198.0,723.0,906.0,177.0,177.0,108.0,288.0,54.0,123.0,162.0,240.0,147.0,63.0,120.0,81.0,57.0,78.0,138.0,198.0,96.0,69.0,63.0,198.0,63.0,213.0,162.0,60.0,87.0,24.0,75.0,66.0,27.0,63.0,111.0,456.0,105.0,171.0,87.0,156.0,27.0,123.0,75.0,552.0,576.0,183.0,525.0,156.0,138.0,168.0,753.0,141.0,63.0,78.0,63.0,150.0,57.0,165.0,186.0,144.0,207.0,78.0,144.0,201.0,111.0,186.0,681.0,624.0,111.0,249.0,129.0,117.0,18.0,93.0,84.0,276.0,171.0,63.0,198.0,81.0,30.0,45.0,153.0,471.0,189.0,234.0,168.0,762.0,111.0,777.0,852.0,153.0,150.0,87.0,174.0,165.0,84.0,228.0,765.0,135.0,36.0,75.0,27.0,24.0,0.0,36.0,9.0,90.0,129.0,48.0,138.0,33.0,27.0,42.0,99.0,87.0,30.0,60.0,36.0,123.0,18.0,147.0,120.0,57.0,138.0,39.0,165.0,120.0,105.0,162.0,915.0,474.0,120.0,180.0,150.0,129.0,33.0,96.0,87.0,183.0,216.0,66.0,177.0,75.0,39.0,33.0,147.0,507.0,231.0,171.0,156.0,942.0,171.0,885.0,777.0,171.0,219.0,72.0,177.0,204.0,207.0,243.0,564.0,420.0,60.0,177.0,99.0,111.0,0.0,93.0,66.0,528.0,822.0,213.0,717.0,225.0,114.0,201.0,846.0,393.0,132.0,174.0,114.0,816.0,141.0,735.0,771.0,354.0,759.0,177.0,645.0,744.0,963.0,654.0,3774.0,laranja
19,2769.0,474.0,960.0,423.0,597.0,96.0,480.0,318.0,672.0,477.0,282.0,564.0,261.0,93.0,156.0,483.0,597.0,201.0,192.0,132.0,426.0,36.0,411.0,285.0,138.0,135.0,54.0,123.0,108.0,54.0,198.0,363.0,636.0,84.0,330.0,105.0,162.0,24.0,150.0,90.0,576.0,528.0,165.0,615.0,189.0,105.0,162.0,912.0,240.0,99.0,81.0,51.0,153.0,45.0,189.0,96.0,162.0,201.0,63.0,153.0,183.0,147.0,186.0,738.0,948.0,297.0,228.0,180.0,240.0,75.0,129.0,126.0,225.0,204.0,75.0,192.0,84.0,57.0,96.0,174.0,237.0,114.0,51.0,75.0,195.0,39.0,129.0,174.0,63.0,72.0,27.0,66.0,99.0,33.0,84.0,180.0,486.0,114.0,177.0,60.0,123.0,18.0,144.0,78.0,609.0,648.0,228.0,633.0,171.0,126.0,153.0,732.0,159.0,63.0,93.0,39.0,216.0,33.0,180.0,93.0,186.0,201.0,90.0,168.0,204.0,180.0,195.0,636.0,441.0,102.0,246.0,138.0,96.0,24.0,81.0,90.0,225.0,162.0,105.0,183.0,87.0,42.0,54.0,156.0,348.0,153.0,150.0,153.0,342.0,84.0,390.0,816.0,162.0,165.0,60.0,165.0,147.0,123.0,141.0,699.0,93.0,15.0,84.0,27.0,27.0,3.0,24.0,36.0,63.0,120.0,60.0,180.0,24.0,12.0,33.0,99.0,102.0,36.0,57.0,21.0,99.0,15.0,126.0,81.0,105.0,132.0,60.0,147.0,123.0,57.0,129.0,849.0,411.0,105.0,174.0,120.0,93.0,24.0,63.0,81.0,144.0,165.0,108.0,162.0,60.0,30.0,45.0,132.0,504.0,165.0,153.0,165.0,405.0,165.0,390.0,744.0,126.0,198.0,54.0,186.0,216.0,105.0,180.0,573.0,375.0,111.0,213.0,132.0,69.0,15.0,102.0,84.0,444.0,858.0,153.0,936.0,159.0,81.0,150.0,741.0,525.0,204.0,180.0,135.0,933.0,108.0,714.0,750.0,540.0,921.0,150.0,690.0,723.0,987.0,543.0,3633.0,laranja
20,2517.0,402.0,768.0,393.0,468.0,93.0,513.0,498.0,663.0,423.0,228.0,576.0,126.0,66.0,150.0,546.0,684.0,144.0,177.0,147.0,549.0,99.0,813.0,930.0,117.0,105.0,39.0,144.0,147.0,99.0,168.0,624.0,531.0,96.0,174.0,63.0,135.0,21.0,99.0,75.0,525.0,519.0,213.0,696.0,102.0,72.0,171.0,837.0,183.0,54.0,42.0,45.0,156.0,36.0,138.0,132.0,99.0,78.0,39.0,120.0,93.0,96.0,180.0,831.0,843.0,180.0,285.0,114.0,192.0,30.0,126.0,141.0,177.0,162.0,51.0,174.0,66.0,39.0,42.0,138.0,225.0,66.0,75.0,48.0,219.0,27.0,150.0,147.0,45.0,42.0,36.0,45.0,51.0,36.0,45.0,174.0,609.0,84.0,123.0,114.0,126.0,33.0,87.0,111.0,675.0,879.0,156.0,825.0,126.0,138.0,120.0,693.0,183.0,54.0,39.0,45.0,162.0,60.0,156.0,180.0,183.0,165.0,54.0,183.0,114.0,213.0,174.0,864.0,408.0,105.0,186.0,141.0,81.0,30.0,99.0,114.0,144.0,123.0,45.0,147.0,45.0,45.0,36.0,144.0,537.0,123.0,171.0,171.0,690.0,90.0,750.0,1053.0,108.0,120.0,63.0,150.0,135.0,129.0,144.0,882.0,120.0,15.0,42.0,36.0,30.0,6.0,21.0,18.0,108.0,84.0,69.0,108.0,30.0,33.0,30.0,150.0,72.0,27.0,33.0,30.0,162.0,42.0,168.0,201.0,96.0,108.0,39.0,195.0,135.0,210.0,246.0,1107.0,561.0,111.0,153.0,114.0,90.0,27.0,108.0,105.0,186.0,153.0,39.0,147.0,66.0,21.0,66.0,132.0,741.0,153.0,186.0,171.0,888.0,117.0,915.0,978.0,159.0,180.0,72.0,177.0,147.0,183.0,222.0,876.0,588.0,84.0,129.0,102.0,93.0,33.0,150.0,126.0,699.0,906.0,177.0,915.0,165.0,195.0,213.0,1086.0,783.0,147.0,186.0,171.0,1092.0,225.0,873.0,1122.0,786.0,966.0,195.0,993.0,909.0,1128.0,1029.0,6360.0,limao
21,2451.0,519.0,813.0,561.0,327.0,87.0,420.0,474.0,465.0,543.0,165.0,759.0,102.0,72.0,123.0,633.0,444.0,111.0,219.0,141.0,354.0,66.0,585.0,537.0,96.0,87.0,81.0,132.0,105.0,90.0,111.0,660.0,438.0,114.0,192.0,96.0,126.0,45.0,120.0,78.0,501.0,579.0,198.0,915.0,183.0,99.0,174.0,1086.0,117.0,39.0,96.0,48.0,84.0,36.0,129.0,99.0,102.0,102.0,54.0,138.0,111.0,102.0,159.0,903.0,924.0,219.0,180.0,171.0,186.0,78.0,117.0,117.0,231.0,255.0,57.0,135.0,57.0,60.0,84.0,219.0,153.0,63.0,66.0,57.0,132.0,54.0,162.0,126.0,48.0,48.0,33.0,57.0,48.0,45.0,54.0,177.0,558.0,114.0,102.0,78.0,117.0,21.0,90.0,93.0,759.0,1137.0,186.0,972.0,117.0,186.0,153.0,918.0,150.0,30.0,42.0,42.0,123.0,63.0,132.0,138.0,180.0,156.0,33.0,249.0,159.0,168.0,192.0,1098.0,519.0,165.0,201.0,129.0,81.0,30.0,81.0,72.0,135.0,147.0,60.0,132.0,57.0,33.0,48.0,132.0,498.0,117.0,228.0,153.0,459.0,105.0,870.0,795.0,72.0,108.0,51.0,126.0,129.0,126.0,114.0,819.0,144.0,57.0,45.0,48.0,24.0,15.0,60.0,27.0,105.0,141.0,45.0,174.0,33.0,36.0,21.0,177.0,93.0,30.0,27.0,51.0,108.0,18.0,222.0,183.0,78.0,147.0,51.0,195.0,123.0,135.0,198.0,1275.0,648.0,135.0,177.0,132.0,96.0,48.0,84.0,75.0,144.0,177.0,51.0,141.0,60.0,33.0,36.0,147.0,633.0,162.0,141.0,144.0,771.0,147.0,825.0,771.0,120.0,180.0,60.0,180.0,126.0,177.0,150.0,1071.0,501.0,120.0,144.0,105.0,84.0,42.0,81.0,78.0,756.0,1242.0,147.0,873.0,120.0,255.0,93.0,933.0,690.0,150.0,192.0,162.0,810.0,195.0,960.0,828.0,711.0,918.0,246.0,1206.0,1044.0,1527.0,1227.0,8064.0,limao
